job_number,subject_of_procurement,procuring_entity,entity_code,attr_of_procurement,procurement_type,tender_awarding_type,tenderer_name,total_tender_awarding_value,amount_range,tender_awarding_date,start_end_date
3410300119,布層心體橡膠輸送帶255公尺等一式(含安裝),台灣電力股份有限公司興達發電廠,3.13.31.40,<財物類>421結構金屬產品及其零件,公開招標,最低標,三五橡膠廠股份有限公司,3600000,公告金額以上未達查核金額,6/19/2014 0:00:00,103/06/20－103/07/19
1070377701,嘉義區營業處103年甲工區配電外線工程,台灣電力股份有限公司嘉義區營業處,3.13.31.15,<工程類>5164電力工程,公開招標,最低標,興城電力工程股份有限公司,96800000,查核金額以上未達巨額,6/4/2014 0:00:00,103/06/04－104/06/18
4700300052,69KV鐵塔DD乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,2823905,公告金額以上未達查核金額,6/25/2014 0:00:00,103/06/25－103/08/24
4750300033,69KV梅湖~幼獅等線防墜裝置用料乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,410400,未達公告金額,5/28/2014 0:00:00,103/05/29－103/06/27
008-002001S-016-P,議購三菱公司六年長期契約協議類器材乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,Mitsubishi Corporation,8754380,公告金額以上未達查核金額,6/4/2014 0:00:00,103/06/04－104/03/14
3300300024,電磁閥一批.,台灣電力股份有限公司南部發電廠,3.13.31.49,<財物類>469其他電力設備及零件,公開取得報價單或企劃書,最低標,巨路國際股份有限公司,400000,未達公告金額,6/16/2014 0:00:00,103/06/17－103/09/15
8030003701,電子式電表,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,中興電工機械股份有限公司,NA,公告金額以上未達查核金額,5/9/2014 0:00:00,103/05/09－103/08/08
1210300009,大貨車(附加吊桿),台灣電力股份有限公司新營區營業處,3.13.31.16,<財物類>499其他運輸設備及其零件,公開招標,最低標,營亨實業股份有限公司,3433000,公告金額以上未達查核金額,6/13/2014 0:00:00,103/06/13－103/12/29
T4900300031,103年度本處轄內輸電線直昇機巡視、運載及礙掃工作,台灣電力股份有限公司高屏供電區營運處,3.13.31.98,<勞務類>73空運服務,公開招標,最低標,凌天航空股份有限公司,7409400,公告金額以上未達查核金額,5/22/2014 0:00:00,103/05/22－103/12/31
4950300007,採購69KV鐵塔等材料加工一批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,1180000,公告金額以上未達查核金額,4/25/2014 0:00:00,103/04/26－103/06/24
4800300019,吊臂工程車1輛,台灣電力股份有限公司台中供電區營運處,3.13.31.94,"<財物類>435吊車,操作處理設備及其零件",公開招標,最低標,營亨實業股份有限公司,3598000,公告金額以上未達查核金額,5/2/2014 0:00:00,103/05/02－103/10/29
1020300013,高壓配電箱-不_鋼,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,亞力電機股份有限公司,62500000,查核金額以上未達巨額,5/6/2014 0:00:00,103/05/07－103/12/31
1180375003,南投區營業處103年全工區配電管路工程,台灣電力股份有限公司南投區營業處,3.13.31.12,<工程類>5164電力工程,公開招標,最低標,全揚工程行,70280000,查核金額以上未達巨額,5/7/2014 0:00:00,103/06/03－104/06/02
4750300042,69KV竹北~東華等線鐵柱重鍍鋅等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,2180000,公告金額以上未達查核金額,6/25/2014 0:00:00,103/06/26－103/08/24
100306009,核一、二、三廠及蘭嶼貯存場核子責任保險,台灣電力股份有限公司,3.13.31,<勞務類>812保險(包括再保險)及退休基金服務，不包括強制性社會安全服務,公開招標,最低標,兆豐產物保險股份有限公司,100704000,巨額,6/4/2014 0:00:00,103/07/02－104/07/02
4800372013,103~104年度南投段輸電架空線路設備零星積點工程,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<工程類>5164電力工程,公開招標,最低標,陞揚興業有限公司,22980000,公告金額以上未達查核金額,5/26/2014 0:00:00,103/05/26－104/12/31
80300017,161kV氣體絕緣開關設備,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,中興電工機械股份有限公司,73460000,查核金額以上未達巨額,5/27/2014 0:00:00,103/05/27－104/08/31
1170170004-00,101年甲工區配電管路工程CCO,台灣電力股份有限公司台北西區營業處,3.13.31.5,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,榮福股份有限公司,9052550,公告金額以上未達查核金額,5/6/2014 0:00:00,101/07/11－102/12/10
1200300013,103年智慧型電子裝置(IED)採購含安裝,台灣電力股份有限公司雲林區營業處,3.13.31.14,<財物類>462電力傳輸、控制設備及其零件,公開招標,最低標,亞力電機股份有限公司,9660010,公告金額以上未達查核金額,5/15/2014 0:00:00,103/05/16－103/11/12
80300046,600VPVC風雨線壹批,台灣電力股份有限公司,3.13.31,"<財物類>463絕緣電線,電纜及光纖電纜",選擇性招標(建立合格廠商名單後續邀標),最低標,華榮電線電纜股份有限公司,76090000,查核金額以上未達巨額,6/11/2014 0:00:00,103/06/11－105/06/10
80300046,600VPVC風雨線壹批,台灣電力股份有限公司,3.13.31,"<財物類>463絕緣電線,電纜及光纖電纜",選擇性招標(建立合格廠商名單後續邀標),最低標,華光電線電纜股份有限公司,76090000,查核金額以上未達巨額,6/11/2014 0:00:00,103/06/11－105/06/10
80300046,600VPVC風雨線壹批,台灣電力股份有限公司,3.13.31,"<財物類>463絕緣電線,電纜及光纖電纜",選擇性招標(建立合格廠商名單後續邀標),最低標,億泰電線電纜股份有限公司,76090000,查核金額以上未達巨額,6/11/2014 0:00:00,103/06/11－105/06/10
80300038,TOU程式器,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,公開招標,最低標,中興電工機械股份有限公司,27060000,公告金額以上未達查核金額,6/13/2014 0:00:00,103/06/13－103/09/10
80200125,過載保護熔絲單相亭置式變壓器,台灣電力股份有限公司,3.13.31,"<財物類>461電動機,發電機,變壓器及其附件",公開招標,最低標,傑克電機股份有限公司,4050000,公告金額以上未達查核金額,6/20/2014 0:00:00,103/06/20－104/06/19
1180175004-1,CCO101年全工區橋樑附掛、圍籬、管中管、配電(場)室部分設施裝置等配電工程,台灣電力股份有限公司南投區營業處,3.13.31.12,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,進昇工程股份有限公司,360142,未達公告金額,8/15/2014 0:00:00,101/07/30－102/07/29
tpc-00905-2011S-103033,進口煤海上運輸澳洲地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),88587400,巨額,8/15/2014 0:00:00,103/08/15－103/11/05
tpc-00905-2011S-103033,進口煤海上運輸澳洲地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,"KAWASAKI KISEN KAISHA, LTD.(台灣川崎)",88587400,巨額,8/15/2014 0:00:00,103/08/15－103/11/04
3410300157,BuyingofLiquidAmmonia6500000Kilogram,TAIWANPOWERCOMPANYHSIN-TAPOWERPLANT,3.13.31.40,<財物類>34基本化學產品,公開招標,最低標,欣台化工有限公司,136955000,巨額,8/4/2014 0:00:00,103/10/01－104/12/31
4800300069,161KV鐵塔4C1鐵塔塔身15M重鍍鋅(含購螺栓)等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,2230643,公告金額以上未達查核金額,8/21/2014 0:00:00,103/08/21－103/12/31
80300059,路燈開關1批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,傑克電機股份有限公司,74100000,查核金額以上未達巨額,7/18/2014 0:00:00,103/07/18－105/07/18
3710300195,封環等16項,台灣電力股份有限公司台中發電廠,3.13.31.45,<財物類>462電力傳輸、控制設備及其零件,公開招標,最低標,巨路國際股份有限公司,1880000,公告金額以上未達查核金額,8/14/2014 0:00:00,103/08/14－103/11/12
4900300045,345KV鐵塔防墜裝置乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,240000,未達公告金額,7/29/2014 0:00:00,103/07/29－103/09/20
4750300048,69KV梅湖~湖工一二路#28~#50鋼管桿構件乙批,台灣電力股份有限公司新桃供電區營運處,3.13.31.92,<財物類>462電力傳輸、控制設備及其零件,公開招標,最低標,力鋼工業股份有限公司,1980000,公告金額以上未達查核金額,8/19/2014 0:00:00,103/08/20－103/10/18
6540300010,345KV鐵塔G4鐵塔塔腳6MS-31組,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,202279,未達公告金額,8/15/2014 0:00:00,103/08/15－103/09/14
3510300229,上燃料池貯放用過燃料可行性評估技術服務,台灣電力股份有限公司第二核能發電廠,3.13.31.82,<勞務類>8673綜合工程服務,限制性招標(未經公開評選或公開徵求),最低標,GE-HITACHI NUCLEAR ENERGY INTERNATIONAL LLC,13080765,查核金額以上未達巨額,8/14/2014 0:00:00,103/08/21－103/12/31
1050300023,中變401台中S/S等6所69kV比壓器共18具,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,長興電機股份有限公司,9756000,公告金額以上未達查核金額,8/6/2014 0:00:00,103/08/06－104/02/02
3710300216,振動傳感器探針等6項,台灣電力股份有限公司台中發電廠,3.13.31.45,<財物類>462電力傳輸、控制設備及其零件,公開招標,最低標,巨路國際股份有限公司,2690000,公告金額以上未達查核金額,8/27/2014 0:00:00,103/08/27－104/06/30
3510200260,核二廠勤務類及清潔維護類勞務性工作,台灣電力股份有限公司第二核能發電廠,3.13.31.82,<勞務類>8673綜合工程服務核准人職稱姓名：廠長劉增喜更改人職稱姓名：專員王永昌核准日期：103/08/28核准文號：核二103-2317407號,公開招標,最低標,榮福股份有限公司,48551000,巨額,10/24/2013 0:00:00,103/01/01－103/12/31
3510200260,核二廠勤務類及清潔維護類勞務性工作,台灣電力股份有限公司第二核能發電廠,3.13.31.82,<勞務類>8673綜合工程服務核准人職稱姓名：廠長劉增喜更改人職稱姓名：專員王永昌核准日期：103/08/28核准文號：核二103-2317407號,公開招標,最低標,榮福股份有限公司,48551000,巨額,10/24/2013 0:00:00,103/01/01－103/12/31
4700300063,69KV鐵塔DD等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,3615028,公告金額以上未達查核金額,7/16/2014 0:00:00,103/07/16－103/09/14
1070377702,嘉義區營業處103年乙工區配電外線工程,台灣電力股份有限公司嘉義區營業處,3.13.31.15,<工程類>5164電力工程,公開招標,最低標,天成輸配電工程有限公司,85285315,查核金額以上未達巨額,7/18/2014 0:00:00,103/07/18－104/08/03
3510300212,緊要區匯流排模態測試,台灣電力股份有限公司第二核能發電廠,3.13.31.82,<勞務類>8673綜合工程服務,限制性招標(未經公開評選或公開徵求),最低標,行政院原子能委員會核能研究所,750000,未達公告金額,8/6/2014 0:00:00,103/08/06－103/10/31
2550300024,谷關分廠161kVSF6氣體絕緣開關設備(GIS)機構檢查工作,台灣電力股份有限公司大甲溪發電廠,3.13.31.70,<勞務類>886附帶於金屬產品、機械及設備維修之服務,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,3400000,公告金額以上未達查核金額,8/6/2014 0:00:00,103/08/15－104/03/31
1150370005,103年丙工區配電外線工程,台灣電力股份有限公司台北南區營業處,3.13.31.4,<工程類>5164電力工程,公開招標,最低標,造隆電氣工程有限公司,83350000,查核金額以上未達巨額,7/25/2014 0:00:00,103/08/11－104/08/10
tpc-00905-2011S-103025,進口煤海上運輸印尼地區計4航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),13128431,巨額,6/25/2014 0:00:00,103/06/25－103/12/11
3520320006,核三廠二號機EOC-21大修41束控制棒錄影檢查及R571/R653控制棒查證服務,台灣電力股份有限公司第三核能發電廠,3.13.31.83,<勞務類>8676技術檢定與分析服務,限制性招標(未經公開評選或公開徵求),最低標,"Westinghouse Industry Products Intemational Co. LLC (WIPIC,LLC)",1514592,公告金額以上未達查核金額,7/8/2014 0:00:00,103/03/21－103/03/28
4700300077,161KV鐵塔DD乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,8260000,公告金額以上未達查核金額,8/15/2014 0:00:00,103/08/15－103/12/13
4700300068,161KV鐵塔DD乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,3305381,公告金額以上未達查核金額,7/25/2014 0:00:00,103/07/25－103/09/13
6550351033,九峰D/SNO.1、NO.2D.TR濾油及重新塗裝工程,台灣電力股份有限公司,3.13.31,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,大同股份有限公司,368000,未達公告金額,8/15/2014 0:00:00,103/08/19－103/09/30
3500300172,電磁閥等4項,台灣電力股份有限公司第一核能發電廠,3.13.31.81,<財物類>469其他電力設備及零件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,580000,未達公告金額,8/6/2014 0:00:00,103/08/07－103/12/14
1160370001,103年甲工區配電管路工程,台灣電力股份有限公司台北北區營業處,3.13.31.3,<工程類>5164電力工程,公開招標,最低標,玖泰工程股份有限公司,159630000,查核金額以上未達巨額,7/4/2014 0:00:00,103/07/22－104/11/21
4900300043,鐵塔構件等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,188000,未達公告金額,7/17/2014 0:00:00,103/07/17－103/08/06
1130370003,宜蘭區營業處103年全工區配電管路工程,台灣電力股份有限公司宜蘭區營業處,3.13.31.27,<工程類>5164電力工程,公開招標,最低標,北大瑩工程有限公司,83700000,查核金額以上未達巨額,8/12/2014 0:00:00,103/08/12－104/08/12
1050370011,103年配電管路推進、潛挖、圍籬、配電室部分設施等工程,台灣電力股份有限公司台中區營業處,3.13.31.10,<工程類>5164電力工程,公開招標,最低標,麗陽水電工程有限公司,76009699,查核金額以上未達巨額,7/24/2014 0:00:00,103/07/24－104/07/24
4800300054,中興製161kVGIS液壓型(1.8M)操作機構檢修工作,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<勞務類>97其他服務,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,1091000,公告金額以上未達查核金額,7/21/2014 0:00:00,103/07/21－104/02/28
4800300055,69KV鐵塔AB鐵塔塔腳3MS-2等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,2200000,公告金額以上未達查核金額,7/17/2014 0:00:00,103/07/17－103/09/15
B4900370014,161kV核三~楓港線#55~#60鐵塔包建更新工程,台灣電力股份有限公司高屏供電區營運處,3.13.31.98,<工程類>5164電力工程,公開招標,最低標,力鋼工業股份有限公司,34600000,公告金額以上未達查核金額,7/17/2014 0:00:00,103/07/17－104/07/17
4850300042,345kV鐵塔乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,30610468,公告金額以上未達查核金額,7/22/2014 0:00:00,103/07/22－103/09/30
4700300074,161KV鐵塔DD乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,6878518,公告金額以上未達查核金額,8/14/2014 0:00:00,103/08/14－103/12/12
170200004,核能電廠緊急應變作業場所新建工程規劃設計技術服務工作,台灣電力股份有限公司,3.13.31,<勞務類>8672工程服務,限制性招標(經公開評選或公開徵求),準用最有利標,中興工程顧問股份有限公司,118080000,巨額,8/19/2014 0:00:00,103/08/19－106/06/30
47003000079,345KV鐵塔DD等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,2480000,公告金額以上未達查核金額,8/21/2014 0:00:00,103/08/21－103/10/20
3410300169,電磁閥一批,台灣電力股份有限公司興達發電廠,3.13.31.40,<財物類>482做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開取得報價單或企劃書,最低標,巨路國際股份有限公司,509000,未達公告金額,8/28/2014 0:00:00,103/08/29－104/01/10
3410300169,電磁閥一批,台灣電力股份有限公司興達發電廠,3.13.31.40,<財物類>482做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開取得報價單或企劃書,最低標,巨路國際股份有限公司,509000,未達公告金額,8/28/2014 0:00:00,103/08/29－104/01/10
1180375001,南投區營業處103年甲工區配電外線工程,台灣電力股份有限公司南投區營業處,3.13.31.12,<工程類>5164電力工程,公開招標,最低標,金科電業工程有限公司,97700000,查核金額以上未達巨額,8/6/2014 0:00:00,103/08/25－104/08/24
80300015,103年吊臂車工程車採購案,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,公開招標,最低標,營亨實業股份有限公司,115489997,巨額,7/8/2014 0:00:00,103/07/08－104/12/31
80300015,103年吊臂車工程車採購案,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,公開招標,最低標,永慕企業有限公司,115489997,巨額,7/8/2014 0:00:00,103/07/08－104/12/31
4750300050,69KV梅湖~平鎮等線鐵塔防墜裝置乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,761975,未達公告金額,7/30/2014 0:00:00,103/07/31－103/09/08
4900300042,仁武E/SGIS內檢維護材料一批,台灣電力股份有限公司高屏供電區營運處,3.13.31.98,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,6300405,公告金額以上未達查核金額,7/25/2014 0:00:00,103/07/25－103/09/23
tpc-00905-2011S-103031,進口煤海上運輸印尼地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,TRANSBEST LIMITED（黃海）,64385479,巨額,7/31/2014 0:00:00,103/07/31－104/01/01
tpc-00905-2011S-103031,進口煤海上運輸印尼地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),64385479,巨額,7/31/2014 0:00:00,103/07/31－103/11/03
4700300067,69KV鋼管桿乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,804422,未達公告金額,7/18/2014 0:00:00,103/07/18－103/09/16
4900300049,69/69KV鐵塔4E2鐵塔塔身13M鍍鋅加工,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,765000,未達公告金額,8/14/2014 0:00:00,103/08/14－103/09/13
4850300044,鐵塔塔身等重新鍍鋅並補齊鍍鋅螺栓等乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,2360437,公告金額以上未達查核金額,8/1/2014 0:00:00,103/08/01－103/09/30
4900300046,345KV鐵塔D5鐵塔等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,3635000,公告金額以上未達查核金額,8/6/2014 0:00:00,103/08/06－103/09/20
1140300008,103年接戶線改善工作,台灣電力股份有限公司澎湖區營業處,3.13.31.28,<勞務類>522土木工程施工服務,公開招標,最低標,立電股份有限公司,3193039,公告金額以上未達查核金額,8/21/2014 0:00:00,103/09/05－104/09/04
3410300227-S03086,複三、四號機345KVCB/IMB壓縮機內檢大修工作,台灣電力股份有限公司興達發電廠,3.13.31.40,<勞務類>886附帶於金屬產品、機械及設備維修之服務,公開招標,最低標,中興電工機械股份有限公司,1100000,公告金額以上未達查核金額,8/19/2014 0:00:00,103/08/26－104/05/31
3700300064,振動監視系統介面卡,台灣電力股份有限公司通霄發電廠,3.13.31.44,<財物類>482做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開取得報價單或企劃書,最低標,巨路國際股份有限公司,450000,未達公告金額,7/25/2014 0:00:00,103/07/25－103/11/22
1030370114,桃擴306號觀音鄉中山路一段(台15線~大湖路二段)預埋管路工程,台灣電力股份有限公司桃園區營業處,3.13.31.7,<工程類>5164電力工程,公開招標,最低標,玖泰工程股份有限公司,20120000,公告金額以上未達查核金額,7/16/2014 0:00:00,103/07/31－104/06/30
4750300059,161KV龍潭~松樹鐵塔及69KV中壢~幼獅等線基礎乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,1205994,公告金額以上未達查核金額,8/12/2014 0:00:00,103/08/13－103/10/11
1220370006,苗栗區營業處103年乙工區配電外線工程,台灣電力股份有限公司苗栗區營業處,3.13.31.9,<工程類>5164電力工程,公開招標,最低標,國盛電氣工程有限公司,62418000,查核金額以上未達巨額,8/20/2014 0:00:00,103/09/05－104/09/04
3520300133,600VEPR絕緣電纜共三項1400M,台灣電力股份有限公司第三核能發電廠,3.13.31.83,"<財物類>463絕緣電線,電纜及光纖電纜",公開取得報價單或企劃書,最低標,華榮電線電纜股份有限公司,585070,未達公告金額,8/12/2014 0:00:00,103/08/12－103/11/09
6550300005,(新)谷關~天輪161kV線#1A鐵塔用防墜裝置,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,214000,未達公告金額,7/21/2014 0:00:00,103/07/23－103/08/21
tpc-00905-2011S-103032,進口煤海上運輸印尼地區計1航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),13626113,查核金額以上未達巨額,8/6/2014 0:00:00,103/08/06－103/12/26
1100378003,屏東區營業處103年乙工區配電管路工程,台灣電力股份有限公司屏東區營業處,3.13.31.24,<工程類>5164電力工程,公開招標,最低標,進昇工程股份有限公司,64760000,查核金額以上未達巨額,7/25/2014 0:00:00,103/07/25－104/08/07
4750300054,161KV通霄~苗栗#8等鐵塔更換材料乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,3730000,公告金額以上未達查核金額,7/30/2014 0:00:00,103/07/31－103/10/28
80320041,議購發電機定子乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,台灣艾斯敦股份有限公司,94147200,查核金額以上未達巨額,8/8/2014 0:00:00,103/08/08－104/06/30
2550300023,天輪E/S69kVSF6氣體斷路器(GCB)細部檢查維護工作,台灣電力股份有限公司大甲溪發電廠,3.13.31.70,<勞務類>886附帶於金屬產品、機械及設備維修之服務,公開取得報價單或企劃書,最低標,中興電工機械股份有限公司,489800,未達公告金額,8/12/2014 0:00:00,103/08/25－103/08/29
1170370002,台北西區營業處103年乙工區配電外線工程,台灣電力股份有限公司台北西區營業處,3.13.31.5,<工程類>5164電力工程,公開招標,最低標,統鑫開發實業股份有限公司,38180000,查核金額以上未達巨額,7/28/2014 0:00:00,103/07/29－104/08/12
540300002,核電廠執照管制熱流暫態分析技術研究與應用,台灣電力股份有限公司,3.13.31,<勞務類>85研發服務,限制性招標(未經公開評選或公開徵求),最低標,行政院原子能委員會核能研究所,49400000,巨額,7/4/2014 0:00:00,103/08/01－107/07/31
3710300152,振動監視系統與振動監視儀2項,台灣電力股份有限公司台中發電廠,3.13.31.45,<財物類>462電力傳輸、控制設備及其零件,公開招標,最低標,巨路國際股份有限公司,5480000,公告金額以上未達查核金額,7/21/2014 0:00:00,103/07/21－103/10/19
4800300061,69KV鐵塔DB鐵塔塔身15M等重鍍鋅(含購螺栓),台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,268735,未達公告金額,7/30/2014 0:00:00,103/07/30－104/02/28
3500300076-2,核一廠一、二號機設計基準由0.3g提升至0.4g，安全停機路徑「機電」部分相關設備...第二次契約變更,台灣電力股份有限公司第一核能發電廠,3.13.31.81,<勞務類>886附帶於金屬產品、機械及設備維修之服務,限制性招標(未經公開評選或公開徵求),最低標,益鼎工程股份有限公司,91700000,巨額,7/29/2014 0:00:00,103/07/30－104/06/30
3710300208,定位器等六項,台灣電力股份有限公司台中發電廠,3.13.31.45,"<財物類>433軸承,齒輪,傳動裝置,驅動元件及其零件",公開取得報價單或企劃書,最低標,巨路國際股份有限公司,850000,未達公告金額,8/14/2014 0:00:00,103/08/14－104/01/30
4700300055,秀朗、青年D/S23KVMCSG採購暨汰換安裝,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,亞力電機股份有限公司,64000000,查核金額以上未達巨額,7/21/2014 0:00:00,103/07/21－104/06/30
3710300201,電纜一批,台灣電力股份有限公司台中發電廠,3.13.31.45,"<財物類>463絕緣電線,電纜及光纖電纜",公開取得報價單或企劃書,最低標,大山電線電纜股份有限公司,364990,未達公告金額,7/31/2014 0:00:00,103/07/31－103/09/29
80320039,議購連續式煤輪卸煤機專用配件乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,慶嶸實業股份有限公司,64500800,查核金額以上未達巨額,8/19/2014 0:00:00,103/08/19－104/04/16
1220370003,苗栗區營業處103年全工區配電管路工程,台灣電力股份有限公司苗栗區營業處,3.13.31.9,<工程類>5164電力工程,公開招標,最低標,進昇工程股份有限公司,49920000,查核金額以上未達巨額,7/15/2014 0:00:00,103/07/15－104/07/14
4700300069,台北、蘆洲、羅東P/S等三所空斷開關採購暨汰換安裝,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,亞力電機股份有限公司,35000000,公告金額以上未達查核金額,8/1/2014 0:00:00,103/08/01－104/07/31
